Time, L1-AMPERAGE, L2-AMPERAGE,L3-AMPERAGE,L4-AMPERAGE,R1-AMPERAGE,R2-AMPERAGE,R3-AMPERAGE,R4-AMPERAGE, BATTERY
000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.435421875
00000.14,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.42285693359375
00000.16,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.435421875
000000.2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.435421875
00000.22,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.435421875
00000.24,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.44798681640625
00000.26,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.44798681640625
00000.28,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.441704345703124
000000.3,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.435421875
00000.32,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.44798681640625
00000.34,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.44798681640625
00000.36,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.441704345703124
00000.38,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.441704345703124
000000.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.44798681640625
00000.42,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.4605517578125
00000.44,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.44798681640625
00000.46,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.454269287109375
00000.48,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.454269287109375
000000.5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.44798681640625
00000.52,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.435421875
00000.54,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.441704345703124
00000.56,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.42285693359375
00000.58,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.441704345703124
000000.6,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.441704345703124
00000.62,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.435421875
00000.64,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.454269287109375
00000.68,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.454269287109375
000000.7,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.441704345703124
00000.72,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.441704345703124
00000.74,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.435421875
00000.76,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.441704345703124
00000.78,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.435421875
000000.8,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.441704345703124
00000.82,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.454269287109375
00000.84,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.44798681640625
00000.86,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.44798681640625
00000.88,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.441704345703124
000000.9,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.435421875
00000.92,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.4102919921875
00000.96,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.404009521484374
00000.98,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.378879638671874
000001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.372597167968749
00001.02,0.125,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.385162109374999
00001.04,0.125,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.385162109374999
00001.06,0.125,0.0,0.0,0.125,0.125,0.0,0.125,0.0,12.378879638671874
000001.1,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.378879638671874
00001.12,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.385162109374999
00001.14,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,12.372597167968749
00001.16,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,12.391444580078124
00001.18,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,12.391444580078124
000001.2,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,12.378879638671874
00001.22,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.385162109374999
00001.24,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.391444580078124
00001.26,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.372597167968749
00001.28,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.353749755859374
000001.3,0.125,0.0,0.0,0.125,0.125,0.0,0.125,0.0,12.303489990234375
00001.34,0.125,0.0,0.125,0.125,0.25,0.125,0.125,0.0,12.3097724609375
00001.36,0.25,0.0,0.375,0.375,0.5,0.25,0.125,0.0,12.115015869140624
00001.38,0.75,0.0,0.625,0.625,0.875,0.5,0.125,0.25,12.1589931640625
000001.4,1.125,0.25,1.0,1.125,1.625,0.875,0.25,0.5,12.190405517578125
00001.42,1.375,0.375,1.125,1.25,1.5,1.0,0.25,0.5,12.215535400390625
00001.44,1.0,0.25,0.75,1.0,1.125,0.75,0.25,0.25,12.2343828125
00001.48,0.875,0.25,0.625,0.625,0.875,0.625,0.25,0.25,12.24694775390625
000001.5,0.75,0.25,0.5,0.625,0.75,0.5,0.25,0.0,12.24694775390625
00001.52,0.625,0.25,0.5,0.375,0.5,0.375,0.125,0.0,12.290925048828125
00001.56,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.290925048828125
00001.58,0.25,0.25,0.125,0.125,0.25,0.125,0.125,0.0,12.290925048828125
00001.62,0.5,0.25,0.125,0.125,0.25,0.25,0.125,0.0,12.284642578125
00001.64,0.5,0.25,0.125,0.125,0.25,0.25,0.125,0.0,12.29720751953125
00001.66,0.5,0.25,0.125,0.125,0.25,0.25,0.125,0.0,12.290925048828125
00001.68,0.5,0.25,0.125,0.375,0.25,0.25,0.125,0.0,12.284642578125
000001.7,0.5,0.25,0.125,0.375,0.25,0.25,0.125,0.0,12.278360107421875
00001.72,0.25,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.284642578125
00001.74,0.5,0.25,0.125,0.375,0.25,0.125,0.125,0.0,12.284642578125
00001.76,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.278360107421875
00001.78,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.27207763671875
000001.8,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.27207763671875
00001.82,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.265795166015625
00001.84,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.278360107421875
00001.86,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.265795166015625
000001.9,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.278360107421875
00001.92,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.27207763671875
00001.94,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.265795166015625
00001.96,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.2595126953125
00001.98,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.278360107421875
000002.0,0.5,0.25,0.125,0.375,0.25,0.25,0.125,0.0,12.278360107421875
00002.02,0.5,0.25,0.125,0.375,0.25,0.25,0.125,0.0,12.284642578125
00002.04,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.290925048828125
00002.08,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.284642578125
000002.1,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.27207763671875
00002.12,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.265795166015625
00002.14,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.265795166015625
00002.16,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.265795166015625
00002.18,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.2595126953125
000002.2,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.265795166015625
00002.22,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.253230224609375
00002.24,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.2595126953125
00002.28,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.253230224609375
000002.3,0.5,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.2595126953125
00002.32,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.265795166015625
00002.34,0.5,0.25,0.125,0.375,0.25,0.125,0.125,0.0,12.265795166015625
00002.36,0.5,0.25,0.125,0.375,0.25,0.125,0.125,0.0,12.253230224609375
00002.38,0.5,0.25,0.125,0.375,0.25,0.125,0.125,0.0,12.2595126953125
000002.4,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.278360107421875
00002.42,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.2595126953125
00002.46,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.284642578125
00002.48,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.278360107421875
000002.5,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.265795166015625
00002.52,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.2595126953125
00002.54,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.253230224609375
00002.56,0.5,0.25,0.375,0.375,0.25,0.25,0.125,0.0,12.265795166015625
00002.58,0.25,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.32233740234375
00002.62,0.25,0.25,0.375,0.375,0.25,0.125,0.125,0.0,12.316054931640625
00002.64,0.125,0.25,0.375,0.375,0.0,0.0,0.125,0.0,12.42285693359375
00002.66,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.366314697265624
00002.68,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.39772705078125
00002.72,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.391444580078124
00002.74,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.391444580078124
00002.76,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.39772705078125
00002.78,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.39772705078125
000002.8,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.404009521484374
00002.82,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.39772705078125
00002.84,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.4102919921875
00002.88,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.39772705078125
000002.9,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.353749755859374
00002.92,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,12.228100341796875
00002.94,0.375,0.0,0.125,0.0,1.25,0.125,0.125,0.0,11.99564892578125
00002.96,1.25,0.0,0.5,1.0,2.0,1.625,0.75,0.875,11.97051904296875
00002.98,2.375,0.25,2.125,1.75,2.75,2.0,0.875,1.625,11.6563955078125
00003.02,4.625,0.625,2.875,2.75,5.5,2.75,1.125,3.0,11.2291875
00003.04,7.375,1.125,3.875,5.375,7.75,5.125,2.125,3.75,10.745437255859375
00003.06,9.75,2.0,7.5,7.375,9.875,6.5,2.875,7.0,10.32451171875
000003.1,12.75,2.625,9.0,9.875,12.5,7.625,3.625,9.0,9.7967841796875
00003.12,15.5,2.625,11.0,12.0,16.5,9.125,4.875,11.75,9.369576171875
00003.14,22.75,3.75,13.75,17.375,22.75,6.75,8.0,15.0,9.72139453125
00003.18,24.5,4.75,17.625,19.25,19.875,3.625,8.75,21.375,9.90986865234375
000003.2,23.25,4.625,17.375,19.5,14.875,0.5,9.25,22.875,10.274251953124999
00003.22,19.5,3.5,15.875,17.625,7.25,0.25,8.5,20.25,10.192579833984375
00003.24,17.0,2.0,13.75,15.75,8.125,0.25,8.125,20.25,10.418748779296875
00003.28,14.875,1.5,10.25,12.5,7.75,0.125,7.125,19.0,10.632352783203125
000003.3,12.25,1.125,9.25,11.375,7.25,0.125,6.875,21.375,10.582093017578124
00003.32,11.5,0.625,8.25,10.75,4.25,0.125,7.75,22.625,10.946476318359375
00003.34,10.5,0.375,7.625,9.5,3.625,0.375,7.75,20.625,10.4501611328125
00003.36,9.75,0.375,5.5,8.75,4.0,0.375,8.0,21.375,10.795697021484374
00003.38,9.5,0.625,5.0,8.75,4.5,0.25,8.5,21.125,10.682612548828125
00003.42,9.25,0.375,4.75,8.125,4.5,0.125,8.5,22.375,10.607222900390624
00003.44,9.25,0.25,4.375,7.875,3.875,0.125,8.125,22.75,10.908781494140625
00003.46,9.375,0.25,3.75,7.75,3.875,0.125,8.125,21.0,10.58837548828125
00003.48,9.125,0.375,3.75,7.25,3.625,0.125,8.375,21.0,10.632352783203125
00003.52,9.125,0.375,3.875,7.25,2.625,0.125,9.25,19.5,10.732872314453125
00003.54,8.875,0.375,4.125,6.75,3.0,0.375,8.5,19.5,10.582093017578124
00003.58,8.875,0.25,3.875,6.375,3.125,0.25,8.5,20.125,10.682612548828125
000003.6,8.5,0.25,3.75,6.25,3.25,0.125,8.75,20.25,11.109820556640624
00003.62,4.75,0.25,3.0,5.875,2.0,0.125,7.5,19.5,11.94538916015625
00003.64,1.75,0.0,1.625,1.75,1.0,0.0,3.75,16.125,12.617613525390624
00003.68,0.0,0.0,0.0,0.0,0.5,0.0,2.125,5.125,13.157906005859374
000003.7,0.0,0.0,0.0,0.0,0.125,0.0,0.625,1.625,13.22701318359375
00003.72,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.04590869140625
00003.74,4.125,0.375,0.625,0.0,0.125,0.0,0.0,0.25,10.858521728515624
00003.76,10.0,0.375,3.625,2.25,3.625,1.875,1.125,2.875,9.83447900390625
00003.78,17.25,4.125,7.375,6.5,8.875,4.875,3.25,6.25,9.551767822265624
000003.8,22.875,5.625,11.125,10.5,15.25,8.875,5.25,10.0,9.137124755859375
00003.82,26.25,7.0,14.25,13.875,20.75,11.625,6.75,13.25,8.60311474609375
00003.84,28.75,8.625,16.375,16.0,24.5,13.875,7.75,15.5,8.534007568359375
00003.86,28.875,9.625,18.75,18.375,25.75,13.375,8.875,18.375,9.10571240234375
00003.88,27.125,9.5,19.625,19.875,19.375,11.375,10.125,21.375,9.570615234375
000003.9,23.5,8.75,19.25,19.0,11.75,8.125,9.875,24.625,9.941281005859375
00003.94,19.75,5.75,14.75,16.625,4.875,2.75,9.125,25.0,10.406183837890625
00003.96,17.25,3.875,12.625,14.375,2.375,1.25,9.0,22.875,10.261687011718749
00003.98,15.25,2.25,10.125,12.375,1.5,1.0,10.0,22.375,10.381053955078125
000004.0,13.5,1.5,8.75,10.875,1.625,0.625,10.0,22.75,10.695177490234375
00004.02,12.375,1.125,7.875,9.875,1.5,0.625,9.875,22.75,10.808261962890624
00004.04,11.75,1.0,6.875,8.875,1.5,0.5,9.125,20.875,10.42503125
00004.06,11.125,1.0,6.25,8.125,1.375,0.75,9.625,21.0,10.789414550781249
00004.08,10.625,1.0,5.5,7.875,1.375,0.875,9.625,20.75,10.594657958984374
000004.1,10.0,0.625,5.0,6.875,1.5,0.875,10.5,21.25,10.538115722656249
00004.12,9.5,0.625,4.625,6.125,1.125,0.75,10.5,20.875,10.644917724609375
00004.14,9.0,0.625,4.25,5.375,1.375,0.5,9.625,19.625,10.66376513671875
00004.16,8.875,0.625,4.0,5.375,1.5,0.625,9.5,20.375,10.66376513671875
00004.18,8.75,0.375,3.75,5.25,1.375,0.5,10.125,20.125,10.908781494140625
000004.2,8.75,0.375,3.375,4.75,1.125,0.375,10.125,21.625,10.908781494140625
00004.22,8.5,0.375,3.125,4.75,1.125,0.25,10.125,21.0,10.619787841796875
00004.24,8.5,0.375,2.875,5.0,1.0,0.375,10.5,21.25,10.670047607421875
00004.28,8.5,0.25,2.75,4.625,1.625,0.25,9.625,22.125,10.845956787109374
000004.3,8.5,0.375,2.875,4.75,1.5,0.25,9.5,22.125,10.770567138671874
00004.32,8.5,0.375,2.625,4.625,0.75,0.125,10.125,21.0,10.676330078125
00004.34,8.5,0.375,2.625,5.0,1.125,0.125,10.125,20.125,10.68889501953125
00004.36,8.75,0.375,2.625,5.125,1.5,0.125,9.0,20.875,10.896216552734375
00004.38,8.75,0.375,2.75,4.625,1.125,0.25,9.25,20.375,10.92762890625
00004.42,8.75,0.375,2.875,4.375,1.5,0.375,9.875,21.25,10.795697021484374
00004.44,8.875,0.25,2.75,4.5,1.375,0.375,10.125,21.375,10.984171142578125
00004.46,7.125,0.25,1.875,3.875,1.0,0.5,9.75,19.0,11.66896044921875
00004.48,4.875,0.0,1.25,2.875,0.75,0.25,7.75,15.25,12.360032226562499
000004.5,0.0,0.0,0.125,0.0,0.25,0.0,3.375,10.375,12.956866943359374
00004.52,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5.0,13.208165771484374
00004.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.79980517578125
00004.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.253230224609375
000004.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.202970458984375
00004.62,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.190405517578125
00004.64,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.184123046875
00004.66,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.190405517578125
00004.68,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.190405517578125
000004.7,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.184123046875
00004.72,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.19668798828125
00004.74,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.2092529296875
00004.76,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.202970458984375
00004.78,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.215535400390625
000004.8,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.202970458984375
00004.82,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.215535400390625
00004.84,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.202970458984375
00004.86,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.077321044921874
00004.88,0.125,0.0,0.0,0.0,0.625,0.25,0.125,0.0,12.127580810546874
000004.9,0.375,0.0,0.125,0.125,0.75,0.375,0.25,0.25,12.165275634765624
00004.92,0.125,0.0,0.375,0.125,0.75,0.375,0.375,0.25,12.190405517578125
00004.94,0.0,0.0,0.125,0.0,0.375,0.125,0.25,0.25,12.19668798828125
00004.96,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,12.19668798828125
00004.98,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.19668798828125
000005.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.202970458984375
00005.02,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.202970458984375
00005.06,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.215535400390625
00005.08,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.202970458984375
000005.1,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.19668798828125
00005.12,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
00005.14,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
00005.14,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.215535400390625
00005.18,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
00005.18,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.240665283203125
000005.2,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.22181787109375
00005.22,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
00005.24,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.22181787109375
00005.26,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
00005.28,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
000005.3,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
00005.32,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.2092529296875
00005.34,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
00005.36,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
00005.38,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
000005.4,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
00005.42,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
00005.44,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.240665283203125
00005.48,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.228100341796875
000005.5,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.2343828125
00005.52,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.240665283203125
00005.54,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.24694775390625
00005.56,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.24694775390625
00005.58,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.24694775390625
000005.6,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.2595126953125
00005.62,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.24694775390625
00005.64,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.253230224609375
00005.66,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.24694775390625
000005.7,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.240665283203125
00005.72,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.2343828125
00005.74,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.24694775390625
00005.76,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.24694775390625
00005.78,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.24694775390625
00005.78,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.253230224609375
000005.8,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.2343828125
00005.82,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.253230224609375
00005.84,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.253230224609375
00005.86,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.24694775390625
00005.88,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.24694775390625
000005.9,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.265795166015625
00005.94,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.27207763671875
00005.96,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.290925048828125
00005.98,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.284642578125
000006.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.29720751953125
00006.02,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.284642578125
00006.04,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125
00006.06,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125
00006.08,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125
000006.1,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125
00006.12,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.284642578125
00006.14,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.278360107421875
00006.14,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125
00006.18,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125
000006.2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125
00006.22,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.24694775390625
00006.24,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.240665283203125
00006.26,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.24694775390625
00006.28,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.2595126953125
000006.3,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,12.265795166015625
00006.32,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.2595126953125
00006.34,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125
00006.36,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125
00006.38,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125
000006.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125
00006.42,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125
00006.44,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.303489990234375
00006.46,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.303489990234375
00006.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.29720751953125
000006.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.303489990234375
00006.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.303489990234375
00006.56,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125
00006.58,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.284642578125
000006.6,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.27207763671875
00006.62,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.284642578125
00006.64,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125
00006.66,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125
00006.68,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.284642578125
000006.7,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.278360107421875
00006.72,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125
00006.74,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125
00006.76,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125
00006.78,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125
000006.8,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125
00006.82,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.303489990234375
00006.84,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125
00006.86,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125
00006.88,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125
000006.9,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125
